Hari ke-,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9,PM2.5_10,PM2.5_11,PM2.5_12,PM10_1,PM10_2,PM10_3,PM10_4,PM10_5,PM10_6,PM10_7,PM10_8,PM10_9,PM10_10,PM10_11,PM10_12,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CO_7,CO_8,CO_9,CO_10,CO_11,CO_12,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO2_8,NO2_9,NO2_10,NO2_11,NO2_12,SO2_1,SO2_2,SO2_3,SO2_4,SO2_5,SO2_6,SO2_7,SO2_8,SO2_9,SO2_10,SO2_11,SO2_12,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,O3_7,O3_8,O3_9,O3_10,O3_11,O3_12,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6,Pb_7,Pb_8,Pb_9,Pb_10,Pb_11,Pb_12
317,42.78,23.79,32.21,36.95,43.74,37.51,14.46,10.35,31.18,26.59,13.35,3.50,120.04,70.96,92.03,103.25,121.86,105.76,46.69,32.62,87.99,78.30,42.64,12.00,"6,741.51","4,734.81","5,752.81","6,179.50","6,774.38","6,136.54","3,770.76","2,659.08","5,537.93","5,062.97","3,483.66",400.00,160.85,106.24,131.64,144.96,164.59,144.78,75.43,52.06,125.94,113.71,70.34,5.00,140.66,75.56,107.55,119.92,142.39,120.36,48.23,33.49,102.36,85.33,44.07,4.00,201.28,141.19,169.90,183.82,199.66,182.46,112.81,77.41,165.95,151.52,105.83,20.00,83.07,57.00,68.90,75.43,84.47,74.54,41.51,29.62,66.21,59.65,39.19,4.00,0.85,0.60,0.72,0.76,0.84,0.77,0.47,0.33,0.69,0.63,0.44,0.02
318,44.28,18.47,44.94,39.96,38.59,44.20,15.36,10.99,35.05,25.47,10.14,30.46,124.45,55.57,125.84,112.17,107.41,120.10,48.38,35.61,97.32,73.69,31.68,87.19,"6,999.98","4,198.06","6,995.70","6,535.83","6,306.07","6,798.51","3,933.91","2,827.64","5,875.79","4,986.95","2,638.22","5,549.22",169.69,88.63,167.54,156.87,147.68,163.09,79.63,54.81,138.15,110.69,51.28,124.81,148.50,61.93,148.92,131.42,125.54,140.92,50.19,35.60,110.89,84.43,33.48,99.00,204.90,126.03,206.41,192.36,184.58,200.96,118.75,83.14,174.79,149.90,77.55,162.10,86.41,47.88,85.77,78.71,76.86,83.29,43.24,31.50,71.03,57.92,28.17,65.60,0.86,0.53,0.87,0.81,0.78,0.85,0.49,0.34,0.74,0.62,0.32,0.69
319,22.88,25.63,33.38,33.01,57.96,46.81,16.92,7.39,22.63,15.46,12.92,30.58,66.84,75.76,96.96,97.00,156.22,126.38,53.51,25.10,66.98,49.58,40.88,89.58,"4,703.26","5,021.46","5,893.55","5,840.62","8,167.76","7,126.56","4,070.99","1,920.96","4,780.50","3,973.53","3,254.14","5,553.88",101.64,109.99,134.56,135.90,238.82,172.19,80.35,38.71,101.86,78.89,66.84,126.67,73.91,82.76,110.66,108.89,191.19,150.97,53.58,25.62,73.07,52.00,43.28,100.14,137.78,147.08,171.58,170.84,241.64,211.59,123.70,59.53,142.05,117.30,98.54,164.21,54.39,57.64,70.39,69.65,105.46,87.34,45.87,22.40,55.53,44.51,37.28,65.56,0.59,0.61,0.73,0.73,1.02,0.89,0.51,0.24,0.60,0.50,0.42,0.69
320,44.48,39.46,33.13,46.79,39.96,38.58,11.91,31.30,38.79,26.49,8.18,14.91,122.51,109.80,94.36,129.08,108.88,108.77,38.50,90.49,108.86,78.94,26.16,48.43,"6,961.22","6,450.56","5,790.65","7,139.07","6,416.28","6,246.81","3,024.80","5,561.56","6,331.54","5,122.52","2,048.28","3,944.30",166.32,151.50,137.03,172.28,152.28,147.25,61.24,129.77,148.19,114.79,42.20,77.98,146.80,128.51,109.56,154.04,129.63,127.57,39.93,104.54,125.16,89.24,26.21,50.29,202.76,189.40,174.19,208.40,190.61,187.13,93.09,165.84,187.14,154.06,62.16,115.73,84.97,79.19,70.80,88.13,79.30,76.41,34.35,66.69,77.58,60.88,23.75,44.20,0.86,0.81,0.73,0.89,0.81,0.78,0.39,0.70,0.79,0.64,0.26,0.50
321,46.99,33.16,23.78,31.84,32.27,34.70,18.02,17.19,31.63,14.90,12.61,41.23,129.31,92.77,72.23,91.60,90.87,96.33,57.61,51.54,90.01,48.61,41.56,113.75,"7,112.18","5,786.73","4,872.41","5,677.60","5,714.20","5,900.57","4,375.84","4,108.34","5,625.52","3,962.42","3,283.58","6,559.80",173.43,130.31,107.49,131.95,129.34,134.34,88.36,81.76,126.10,77.04,66.90,157.93,153.92,106.32,79.51,105.38,106.37,110.07,61.19,56.21,102.00,51.58,43.22,134.66,209.35,168.26,143.98,170.04,167.11,172.39,126.98,124.80,163.67,116.96,96.80,193.64,88.22,69.04,56.70,68.23,67.87,70.74,50.11,46.09,66.58,43.39,37.23,80.47,0.90,0.71,0.61,0.70,0.70,0.74,0.55,0.52,0.69,0.49,0.41,0.81
322,26.53,15.37,31.41,33.08,40.43,19.85,9.86,10.67,12.95,10.86,6.34,12.49,77.07,48.19,88.94,92.65,112.35,59.57,32.40,35.99,41.95,35.14,20.98,39.86,"5,071.37","3,914.40","5,542.63","5,743.41","6,508.21","4,458.51","2,558.76","2,847.55","3,327.39","2,835.69","1,577.14","3,221.03",114.64,76.69,126.12,129.54,154.47,92.80,50.09,55.66,67.16,56.04,31.87,62.56,88.39,51.46,101.28,108.98,134.03,64.26,32.29,35.90,43.40,37.03,20.14,40.71,152.91,117.37,167.28,170.59,193.14,132.84,77.96,84.24,98.04,85.56,47.41,95.63,59.59,44.27,66.66,68.01,80.38,50.96,27.70,32.43,37.61,31.71,17.86,35.42,0.64,0.49,0.70,0.71,0.82,0.55,0.32,0.36,0.41,0.36,0.20,0.40
323,31.50,26.29,27.81,15.50,27.36,30.82,6.70,10.61,16.88,13.04,8.82,17.66,92.47,76.74,81.00,50.00,79.10,86.94,21.36,32.65,52.52,42.01,26.84,54.96,"5,694.19","5,132.88","5,292.92","4,115.93","5,103.95","5,535.08","1,667.97","2,633.13","4,047.32","3,313.05","2,229.56","4,275.87",128.63,114.17,118.53,81.35,114.43,125.53,34.68,54.09,80.41,67.10,45.66,88.83,104.08,88.34,94.15,52.40,87.42,100.02,21.61,34.05,54.73,43.53,28.09,58.23,168.19,152.52,158.30,120.94,154.01,161.90,49.09,78.43,121.82,99.26,68.03,125.55,67.19,61.01,62.07,46.15,60.66,66.50,18.98,30.39,46.99,36.97,25.53,48.99,0.70,0.65,0.67,0.51,0.65,0.69,0.21,0.33,0.51,0.41,0.28,0.53
324,40.96,33.91,28.55,32.77,43.65,24.86,3.50,16.48,37.76,19.44,11.21,28.57,113.80,97.87,81.21,94.65,120.66,75.28,12.00,50.00,104.40,59.02,35.16,79.48,"6,476.82","5,911.55","5,197.04","5,652.01","6,839.40","4,959.37",400.00,"4,112.14","6,167.14","4,438.58","2,822.91","5,207.18",156.01,137.01,115.97,133.20,166.73,107.08,5.00,80.00,148.67,91.24,57.26,118.70,130.41,114.66,93.61,106.24,140.83,81.71,4.00,53.32,121.82,62.77,35.77,92.87,190.19,172.49,154.41,168.07,199.18,145.70,20.00,122.50,182.92,130.91,85.21,154.55,79.30,70.32,61.86,68.99,82.84,58.46,4.00,45.66,75.99,51.17,32.48,61.98,0.82,0.73,0.66,0.72,0.84,0.62,0.02,0.51,0.78,0.55,0.36,0.66
325,36.39,24.94,38.50,47.72,38.52,32.49,10.19,8.80,29.22,17.48,12.45,27.30,102.05,74.21,107.10,128.64,106.15,94.41,33.11,27.86,82.44,55.33,40.19,81.58,"6,160.37","4,992.23","6,312.38","7,111.71","6,354.98","5,760.93","2,688.50","2,226.62","5,320.19","4,202.51","3,243.00","5,171.70",142.00,108.87,147.40,176.76,147.55,130.85,53.03,43.85,121.68,88.53,63.24,115.26,119.04,81.44,126.99,154.93,126.22,108.24,35.35,29.57,93.65,62.33,41.17,92.99,180.94,145.76,185.19,210.52,185.83,169.36,81.04,65.50,159.29,128.94,95.44,153.86,73.19,58.36,75.56,87.63,76.58,69.24,29.86,25.70,63.16,47.66,37.06,61.08,0.76,0.61,0.78,0.90,0.79,0.72,0.33,0.28,0.68,0.53,0.40,0.66
326,52.19,33.35,33.89,43.28,35.53,35.20,14.08,12.10,31.44,22.47,11.54,28.11,143.07,92.06,93.32,119.32,100.18,100.12,45.84,37.85,88.84,68.55,37.11,80.98,"7,737.30","5,771.46","5,777.82","6,858.30","6,034.34","5,895.36","3,543.04","3,041.11","5,542.99","4,757.37","2,963.09","5,350.16",191.57,132.56,133.22,164.18,141.94,140.92,72.29,60.27,126.32,103.65,60.91,117.80,169.88,107.94,108.37,140.86,116.92,113.63,47.48,39.73,102.95,74.65,38.35,95.45,225.65,171.03,172.46,200.70,177.10,177.68,106.45,92.29,163.18,140.97,89.92,156.48,95.38,68.81,68.84,84.69,72.80,71.14,40.02,34.01,65.76,54.20,33.37,63.63,0.96,0.71,0.72,0.85,0.74,0.75,0.45,0.39,0.69,0.59,0.37,0.65
327,44.10,27.69,34.50,19.85,40.17,3.50,11.14,6.39,21.08,27.23,7.31,29.47,119.86,79.67,97.88,61.74,112.92,12.00,35.69,20.31,62.54,77.93,24.26,84.67,"6,926.73","5,191.34","5,892.90","4,503.91","6,520.28",400.00,"2,842.86","1,622.59","4,543.79","5,241.48","1,920.48","5,315.68",165.52,118.09,135.25,95.92,156.52,5.00,57.34,33.52,96.60,117.69,38.34,119.71,142.41,91.67,112.74,67.54,135.11,4.00,36.71,20.79,70.51,90.54,25.01,93.69,200.40,154.22,174.58,134.29,192.13,20.00,86.10,51.42,135.95,155.24,60.59,160.01,84.98,61.16,70.54,51.81,79.15,4.00,31.35,18.53,53.02,60.60,21.39,64.60,0.86,0.64,0.74,0.57,0.82,0.02,0.35,0.21,0.57,0.64,0.24,0.67
328,40.39,24.17,51.77,45.92,19.59,36.63,12.52,12.97,28.56,3.50,11.00,20.01,112.28,71.39,139.53,125.31,60.34,105.37,39.23,41.34,83.02,12.00,36.19,63.53,"6,560.07","4,921.26","7,625.92","7,068.97","4,452.03","6,251.11","3,196.77","3,240.31","5,230.93",400.00,"2,823.69","4,536.48",155.13,106.10,187.18,170.97,94.72,143.73,62.51,65.58,116.32,5.00,58.62,93.57,131.89,80.90,164.04,149.30,64.85,122.98,41.86,42.88,93.53,4.00,36.89,66.98,191.14,146.93,221.82,206.23,130.62,181.78,97.73,98.75,156.71,20.00,86.56,133.85,78.74,57.88,93.54,87.11,51.37,75.86,35.57,36.75,61.60,4.00,32.69,51.20,0.82,0.61,0.94,0.88,0.55,0.77,0.39,0.42,0.66,0.02,0.37,0.56
329,19.51,13.05,42.90,27.53,31.54,16.58,7.52,3.74,21.68,11.16,4.70,18.13,59.23,40.65,119.61,79.90,88.72,50.68,23.92,12.23,64.42,35.80,15.22,54.70,"4,453.86","3,319.97","6,688.05","5,123.45","5,536.96","4,045.48","1,971.18",893.87,"4,545.46","2,769.10","1,189.99","4,149.12",91.24,64.96,162.41,115.37,128.93,83.64,39.50,18.04,96.42,57.19,26.34,86.67,66.99,43.47,137.73,90.78,103.95,53.21,26.10,13.38,71.73,36.10,16.22,57.18,133.96,98.64,197.36,154.67,167.01,121.96,58.07,28.85,139.25,84.93,37.66,126.77,51.91,37.39,83.17,60.04,67.78,45.89,21.76,10.23,52.51,31.42,13.35,47.42,0.55,0.41,0.85,0.63,0.69,0.51,0.23,0.12,0.58,0.35,0.16,0.53
330,19.96,22.30,25.91,18.93,23.71,14.30,8.72,8.60,30.85,11.28,7.33,12.91,59.35,64.65,74.95,58.91,70.57,45.62,27.95,28.32,89.93,36.50,22.87,42.80,"4,355.93","4,603.75","4,924.02","4,352.40","4,933.54","3,718.41","2,305.74","2,296.83","5,526.13","2,898.33","1,882.48","3,364.44",91.20,100.54,108.66,90.85,106.77,72.80,45.77,46.85,127.25,58.68,36.95,66.11,65.96,71.23,82.62,63.17,82.49,47.73,28.68,30.42,103.70,37.92,22.73,44.48,132.61,136.77,146.59,126.42,145.68,109.42,67.04,70.08,166.70,89.96,53.46,99.83,50.79,54.88,58.83,48.76,57.71,41.74,26.25,25.69,67.16,33.89,20.50,37.27,0.55,0.59,0.61,0.54,0.61,0.46,0.29,0.28,0.69,0.37,0.22,0.42
331,37.68,27.74,40.21,38.70,33.83,30.47,14.42,5.13,22.31,17.64,8.93,25.48,106.63,79.58,111.69,108.01,98.08,87.26,45.51,17.45,66.20,55.09,29.36,72.53,"6,242.05","5,255.26","6,457.10","6,312.81","5,839.14","5,617.26","3,649.46","1,345.75","4,675.46","4,210.68","2,279.49","4,890.92",146.31,116.44,153.43,149.03,139.28,126.37,72.31,27.39,96.60,84.85,47.89,108.01,125.16,90.42,132.38,125.62,111.77,99.40,47.53,17.64,71.21,56.06,30.69,83.30,185.03,154.88,192.03,187.19,174.31,163.78,110.78,38.24,135.92,122.56,70.03,146.56,75.65,61.98,79.50,77.70,71.63,66.13,40.52,15.34,53.79,47.99,26.31,57.86,0.78,0.64,0.81,0.80,0.75,0.70,0.46,0.17,0.57,0.53,0.29,0.62
332,37.89,16.43,40.14,24.57,26.25,48.78,9.30,7.26,24.89,19.06,6.77,30.03,105.14,50.00,113.06,72.18,73.98,134.83,31.27,23.55,73.36,58.30,21.72,88.19,"6,300.32","4,031.83","6,514.76","4,910.29","5,082.12","7,381.11","2,519.20","1,761.56","4,818.28","4,376.37","1,811.01","5,530.10",148.23,80.88,155.00,107.42,109.64,178.73,48.12,37.68,107.33,90.92,36.47,125.74,126.18,53.48,134.04,81.86,83.53,157.23,31.63,24.00,78.25,62.69,23.71,100.39,186.23,120.15,193.03,145.99,147.71,214.77,75.22,54.77,145.29,131.82,53.26,162.04,75.23,46.60,79.51,56.45,58.83,90.75,27.57,20.92,56.79,50.26,20.47,65.40,0.78,0.51,0.82,0.61,0.63,0.91,0.31,0.24,0.60,0.55,0.23,0.69
333,31.69,30.66,41.18,50.62,41.42,24.56,13.26,10.97,16.59,12.43,9.96,23.39,92.49,88.16,112.69,139.70,111.92,73.60,42.00,36.72,54.77,40.18,31.66,70.04,"5,676.47","5,415.61","6,608.65","7,546.57","6,491.65","4,856.81","3,446.44","2,799.28","4,136.92","3,282.18","2,510.83","4,837.09",131.58,126.10,158.56,184.20,154.30,105.33,68.91,57.00,84.54,64.90,52.06,107.06,105.62,98.14,133.36,163.98,132.54,78.62,43.16,36.82,55.96,42.45,33.49,77.00,169.01,161.23,192.36,221.68,191.63,144.74,101.95,86.09,126.02,98.46,75.62,146.40,67.42,65.17,79.50,92.95,80.10,56.43,37.95,31.88,46.78,36.46,28.51,56.92,0.71,0.68,0.82,0.95,0.82,0.61,0.42,0.36,0.52,0.41,0.32,0.61
334,48.30,47.64,63.59,70.15,3.50,39.70,15.27,44.07,38.11,32.01,12.39,47.16,133.94,129.47,165.43,186.49,12.00,110.59,47.55,123.26,106.28,93.64,39.81,129.28,"7,323.75","7,186.17","8,651.35","9,148.12",400.00,"6,504.83","3,929.03","6,912.50","6,213.66","5,724.04","3,208.32","7,217.07",178.47,175.48,266.48,366.64,5.00,153.10,78.13,164.30,146.35,131.64,64.02,176.90,157.33,154.89,199.12,214.35,4.00,128.55,50.71,144.30,123.23,108.02,41.67,155.96,217.25,212.45,249.04,263.95,20.00,188.36,114.18,203.07,182.68,168.14,96.17,211.12,90.13,90.15,107.96,119.21,4.00,79.57,44.39,83.99,75.74,68.59,36.86,88.68,0.91,0.90,1.08,1.16,0.02,0.81,0.49,0.85,0.78,0.71,0.41,0.90
335,61.39,42.30,53.39,65.42,58.36,50.48,26.48,48.98,45.49,39.61,14.29,39.82,162.02,118.73,143.11,172.18,150.30,136.22,77.34,133.54,127.30,113.59,46.16,108.04,"8,320.34","6,711.86","7,739.70","8,744.00","8,107.91","7,413.27","5,195.55","7,316.91","7,011.51","6,520.72","3,778.38","6,340.21",265.98,160.52,194.38,303.91,221.01,183.22,113.14,178.09,171.91,153.56,74.25,150.16,195.79,140.96,172.02,204.13,187.72,162.80,87.43,156.39,148.77,133.53,48.10,130.41,245.91,198.54,228.19,257.04,236.53,217.65,154.32,216.08,207.46,191.37,110.36,190.56,106.96,82.27,97.07,115.14,100.59,92.59,59.97,90.50,86.27,79.68,42.51,77.69,1.05,0.84,0.98,1.11,1.00,0.94,0.65,0.91,0.88,0.82,0.46,0.80
336,40.36,25.72,39.58,60.32,51.77,36.19,12.01,38.12,38.09,16.03,12.52,30.50,109.92,76.15,109.95,161.82,140.26,102.48,39.50,104.82,109.13,50.81,40.66,87.75,"6,372.57","5,091.13","6,447.30","8,240.93","7,554.98","5,961.41","3,166.10","6,289.13","6,270.09","4,076.50","3,299.44","5,557.48",152.93,110.20,150.71,233.95,187.13,138.85,62.13,148.09,150.38,80.94,64.44,125.87,130.30,87.28,130.76,190.32,166.68,118.06,40.79,123.08,126.87,55.49,43.05,100.88,191.06,151.86,189.49,242.04,224.59,177.10,91.88,186.10,184.16,121.31,97.30,166.20,79.29,59.85,77.41,106.77,94.96,72.28,34.61,75.62,76.51,46.31,36.12,66.61,0.80,0.64,0.81,1.06,0.95,0.75,0.39,0.78,0.79,0.52,0.42,0.69
337,41.51,28.57,44.20,50.12,42.35,46.30,12.78,35.95,36.85,16.42,11.16,34.38,115.75,83.12,122.65,134.82,119.67,127.55,39.74,100.94,101.88,52.06,35.46,95.56,"6,684.31","5,235.85","6,933.82","7,399.73","6,805.24","7,162.71","3,204.89","6,096.55","6,079.95","4,112.22","2,887.41","5,924.73",157.83,117.01,164.89,184.52,161.42,171.83,63.64,143.45,145.39,85.82,58.02,134.86,137.98,92.87,145.78,159.67,140.05,150.29,41.39,118.97,118.01,55.25,37.63,112.88,195.81,156.95,205.10,220.52,197.11,208.70,99.20,180.60,180.73,124.20,84.65,173.39,80.99,62.54,84.71,91.91,82.23,87.81,36.98,72.97,74.27,46.77,32.84,70.45,0.83,0.65,0.86,0.94,0.85,0.89,0.41,0.76,0.77,0.52,0.36,0.73
338,72.79,48.91,54.54,68.49,3.50,53.32,24.47,40.74,42.49,37.02,18.57,50.81,190.83,135.97,149.62,176.57,12.00,141.83,72.84,113.71,118.47,106.33,56.25,139.36,"9,281.37","7,436.27","7,916.35","8,995.60",400.00,"7,680.82","4,927.58","6,595.62","6,760.29","6,226.10","4,262.32","7,570.58",392.17,182.39,200.00,330.84,5.00,191.34,110.86,155.13,160.50,146.65,88.26,185.72,227.05,162.83,178.59,208.67,4.00,171.08,82.93,135.17,139.89,124.78,62.35,164.01,267.23,219.60,235.00,259.01,20.00,228.62,149.03,193.57,198.56,182.53,127.42,221.91,123.51,92.57,100.00,115.83,4.00,95.64,57.31,80.48,83.16,75.03,48.04,94.54,1.19,0.93,1.00,1.13,0.02,0.97,0.62,0.81,0.85,0.78,0.55,0.94
339,70.89,37.34,76.74,73.62,65.66,64.61,13.85,50.01,57.78,39.13,16.02,53.88,181.02,106.82,196.55,191.93,170.24,165.42,44.08,136.06,150.00,109.50,52.16,147.32,"9,072.83","6,148.76","9,411.57","9,426.07","8,808.57","8,767.18","3,492.30","7,464.58","8,144.90","6,366.23","4,034.62","7,875.00",339.05,145.39,409.83,390.94,297.79,304.00,69.60,183.05,210.83,153.88,80.44,197.63,217.00,120.79,228.38,224.67,200.22,199.83,45.11,161.96,184.72,128.76,55.34,178.35,260.77,181.52,268.14,266.39,251.98,249.23,106.23,222.50,237.74,189.66,121.50,233.12,118.18,75.13,125.42,124.20,113.73,109.07,40.09,92.47,103.07,78.29,46.95,98.84,1.15,0.77,1.20,1.22,1.12,1.10,0.43,0.93,1.01,0.80,0.50,0.99
340,66.02,42.04,61.70,72.17,54.25,58.34,14.62,58.21,44.23,32.57,12.27,51.79,173.19,116.00,164.30,188.60,146.71,157.21,47.36,152.21,119.33,92.65,41.05,142.48,"8,758.76","6,615.79","8,534.95","9,360.18","7,944.47","8,345.48","3,659.24","8,055.98","6,802.92","5,758.46","3,241.01","7,705.97",301.71,158.05,248.78,373.94,196.14,242.18,75.80,202.48,165.76,133.79,65.35,191.28,205.48,136.76,196.63,220.51,178.53,187.25,48.13,187.29,140.65,108.84,42.07,168.64,256.57,196.41,243.53,265.45,232.83,241.97,113.59,240.15,201.88,171.31,97.16,224.11,112.23,81.75,105.28,119.67,98.10,105.83,41.22,101.10,84.65,68.34,35.77,95.82,1.13,0.82,1.05,1.20,0.98,1.05,0.46,1.04,0.85,0.72,0.41,0.96
341,53.78,29.63,61.82,3.50,63.20,47.22,27.83,32.75,47.98,26.81,13.56,56.85,145.25,86.11,165.41,12.00,159.63,129.93,80.56,91.15,132.88,79.97,44.86,152.76,"7,817.80","5,433.29","8,409.72",400.00,"8,412.89","7,223.98","5,259.91","5,761.48","7,303.18","5,201.35","3,516.49","8,169.26",191.89,123.57,266.37,5.00,255.10,175.65,120.16,132.39,180.93,114.51,69.89,228.27,173.09,99.95,197.73,4.00,192.38,155.41,94.85,108.59,156.74,88.83,47.05,185.72,230.16,159.83,247.22,20.00,247.40,212.66,156.30,167.86,215.86,153.71,108.25,240.92,96.41,65.99,109.26,4.00,106.47,89.34,63.07,68.23,89.85,60.43,40.65,102.56,0.97,0.68,1.07,0.02,1.07,0.91,0.67,0.72,0.92,0.65,0.45,1.04
342,75.88,41.60,48.91,52.07,66.29,44.40,20.19,57.92,50.25,31.68,15.08,55.40,193.69,115.92,130.44,142.72,171.10,121.86,63.43,155.46,135.74,88.77,48.87,154.20,"9,444.47","6,606.58","7,300.01","7,665.41","8,605.27","6,834.61","4,452.41","8,210.18","7,463.96","5,655.18","3,962.79","8,037.32",388.79,157.62,180.53,187.45,292.15,166.02,93.31,226.83,183.13,128.18,78.52,200.00,221.31,135.18,157.52,170.32,203.46,144.60,67.88,182.07,163.70,100.38,51.50,180.76,268.36,196.63,215.66,226.17,252.60,202.53,135.30,239.10,219.63,164.33,118.85,238.93,123.22,80.71,89.90,94.83,112.21,85.14,51.19,102.80,91.77,67.62,43.97,103.09,1.22,0.83,0.91,0.95,1.09,0.86,0.57,1.02,0.93,0.70,0.49,1.00
343,52.15,33.76,3.50,66.83,50.50,50.94,11.12,36.07,33.71,22.67,12.74,46.47,143.92,96.24,12.00,178.78,139.60,140.85,35.66,104.81,95.86,69.95,41.23,126.98,"7,722.72","5,852.43",400.00,"8,823.13","7,538.43","7,663.04","2,790.76","6,092.29","5,818.90","4,759.90","3,292.92","7,072.77",194.02,134.96,5.00,327.17,183.80,187.05,57.36,144.21,134.86,102.35,64.42,173.55,173.24,110.52,4.00,207.26,162.81,169.96,36.55,120.21,110.18,76.77,42.65,152.83,228.08,171.43,20.00,256.41,220.60,223.45,84.08,179.23,172.84,143.37,96.63,207.64,95.80,70.47,4.00,112.68,92.86,94.71,31.10,73.80,69.37,55.72,37.21,86.70,0.97,0.74,0.02,1.12,0.94,0.95,0.36,0.77,0.72,0.59,0.41,0.89
344,49.17,35.41,49.29,48.19,44.52,35.60,14.97,33.03,32.46,32.87,14.34,29.18,134.47,100.65,138.14,132.25,121.24,99.91,49.09,95.66,91.15,93.95,46.49,84.88,"7,383.52","6,045.59","7,479.41","7,348.49","6,849.62","6,043.60","3,918.60","5,719.81","5,766.29","5,767.24","3,758.43","5,374.60",179.70,141.35,184.13,179.16,167.52,141.52,77.30,134.19,129.95,131.50,75.78,119.31,159.48,117.03,164.07,157.70,141.84,115.10,50.01,107.68,104.11,108.31,48.97,96.55,215.39,178.47,221.26,215.14,203.15,178.27,115.46,171.59,167.96,167.93,114.00,158.62,91.22,72.98,91.63,90.11,85.41,72.33,43.38,69.06,69.27,68.37,42.91,64.22,0.91,0.75,0.93,0.91,0.86,0.75,0.49,0.72,0.72,0.71,0.47,0.67
345,64.48,42.85,56.43,70.01,83.01,51.64,19.11,3.50,59.77,36.51,23.26,59.08,169.91,119.54,150.17,186.57,205.65,142.50,61.62,12.00,160.58,104.45,68.02,154.91,"8,814.87","6,719.95","8,119.83","9,103.82","10,059.85","7,612.69","4,401.17",400.00,"8,478.53","6,241.10","4,644.64","8,041.82",301.35,162.94,222.17,371.83,472.86,189.14,92.00,5.00,238.10,146.50,101.90,223.23,205.18,141.60,182.43,219.91,243.59,165.96,64.50,4.00,189.69,120.83,72.80,186.18,250.60,198.99,235.00,262.22,282.82,223.04,130.65,20.00,243.83,181.15,141.03,241.49,110.01,82.38,101.60,119.73,131.97,94.40,50.11,4.00,105.12,74.53,55.22,102.88,1.10,0.85,1.03,1.17,1.30,0.96,0.55,0.02,1.04,0.77,0.58,1.04
346,64.55,41.95,59.03,60.22,61.16,49.73,17.79,45.36,45.60,33.53,11.29,43.41,170.85,117.31,157.76,156.30,162.13,137.66,58.25,126.10,124.99,94.29,37.42,118.69,"8,816.07","6,591.72","8,205.70","8,143.91","8,556.19","7,382.32","4,313.27","7,027.99","7,016.50","5,720.67","2,921.77","6,734.90",295.95,160.91,233.04,225.38,272.03,182.94,88.72,167.98,169.29,133.46,59.52,162.96,204.30,137.66,188.09,188.60,191.63,162.61,60.55,146.88,148.44,111.22,37.88,140.53,254.94,196.90,240.57,242.43,242.51,218.61,127.13,205.86,205.40,172.63,89.13,199.93,114.46,80.47,103.24,104.32,108.27,92.84,48.13,86.08,87.24,68.54,32.33,83.27,1.13,0.84,1.03,1.03,1.05,0.94,0.54,0.88,0.87,0.72,0.37,0.85
347,72.26,49.68,65.96,70.32,63.06,49.61,13.68,54.60,33.74,48.82,16.45,44.28,186.85,136.22,168.28,184.66,160.97,136.21,44.09,150.00,94.00,134.75,51.93,122.68,"9,288.33","7,457.25","8,588.89","9,253.28","8,448.85","7,513.79","3,481.62","7,948.36","5,791.07","7,311.83","4,150.76","6,957.38",350.75,182.25,271.81,351.76,254.92,183.90,71.06,197.38,131.45,179.17,82.10,167.33,220.59,165.53,202.57,218.61,194.79,160.06,46.30,180.00,109.50,158.59,58.33,148.28,261.17,219.69,251.80,261.45,249.07,220.36,105.73,233.66,170.49,215.96,122.01,204.48,119.68,93.28,109.34,120.56,107.34,91.49,39.51,99.90,68.45,90.16,47.05,84.80,1.17,0.93,1.09,1.18,1.09,0.92,0.45,1.00,0.72,0.91,0.52,0.87
348,60.62,39.18,60.03,64.92,67.17,49.24,25.21,36.01,39.83,33.50,17.84,40.72,160.26,110.50,165.09,174.27,176.33,134.72,75.96,101.86,113.93,97.52,55.30,112.98,"8,373.90","6,377.85","8,416.11","8,807.25","8,785.50","7,490.83","5,041.03","6,042.36","6,439.32","5,800.43","4,290.54","6,473.77",256.21,154.56,254.40,295.25,304.52,181.73,108.58,140.54,153.86,136.20,86.71,157.34,192.73,131.08,196.59,200.79,206.15,162.26,83.23,117.66,129.69,112.63,59.66,133.72,242.96,191.65,246.75,255.72,254.30,219.65,146.78,177.98,191.54,174.10,127.16,193.74,104.00,78.24,107.22,112.24,114.67,93.17,58.96,72.63,79.14,70.96,49.13,79.69,1.05,0.80,1.05,1.12,1.13,0.94,0.63,0.76,0.81,0.73,0.54,0.81
